Channel,SurveyId,ExperienceDate,ResponseId,Name,Phrase,Type,Label,ResponseType,Answer
Hannaford Delivery,FkgERIshoMhctIN1pV9sow4C,2020-12-16 00:00:00,SBD8729Q015,Did you receive any substitutions in your order?,Did you receive any substitutions in your order?,CQ,Substitutions,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,cAplN8I9cch8ox5tZkEBQw4C,2020-12-16 00:00:00,PAT0442020,Which of the following best describes your recent delivery?,Which of the following best describes your recent delivery?,CQ,Delivery On Time,RADIO_BUTTON_ONE_UP_VERTICAL,On time
Hannaford Delivery,MMsMIElhksUF8oxJVhsMdA4C,2020-12-16 00:00:00,SBD8729Q009,How often do you use Hannaford To Go?,How often do you use Hannaford To Go?,CQ,Purchase Frequency,RADIO_BUTTON_ONE_UP_VERTICAL,Once every few months
Hannaford Delivery,01xIQ5FN55YxBcUENt5dZw4C,2020-12-16 00:00:00,SBD8729Q032,"Please think back to when you were ordering your items for delivery.  Thinking about your ordering experience, please rate Hannaford on the following: Item availability","Please think back to when you were ordering your items for delivery.  Thinking about your ordering experience, please rate Hannaford on the following: Item availability",CQ,Item Availability,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,9
Hannaford Delivery,B0soxwEtYBEI9JksB4BN9Q4C,2020-12-16 00:00:00,SBD8729Q027,"Based on your recent delivery experience, please rate Hannaford on the following: Overall Service","Based on your recent delivery experience, please rate Hannaford on the following: Overall Service",CQ,Overall Service,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,dw5lE0BFxUhQxpJgQ14pBw4C,2020-12-16 00:00:00,SBD8729Q036,Personalized offers,Personalized offers,CQ,Personalization,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,6
Hannaford Delivery,4NQAtsV9sx8Ad5VAttdwJw4C,2020-12-16 00:00:00,SBD8729Q042,What is your gender?,What is your gender?,CQ,Gender,RADIO_BUTTON_ONE_UP_VERTICAL,Female
Hannaford Delivery,wNl5N4BM5oVM8ksMM9E5Mw4C,2020-12-16 00:00:00,SBD8729Q036,Personalized offers,Personalized offers,CQ,Personalization,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Not Applicable
Hannaford Delivery,01xIQ5FN55YxBcUENt5dZw4C,2020-12-16 00:00:00,SBD8729Q009,How often do you use Hannaford To Go?,How often do you use Hannaford To Go?,CQ,Purchase Frequency,RADIO_BUTTON_ONE_UP_VERTICAL,This was my first  purchase
Hannaford Delivery,wlV0gpVhQ9tpkthEldk5Zw4C,2020-12-16 00:00:00,SBD8729Q009,How often do you use Hannaford To Go?,How often do you use Hannaford To Go?,CQ,Purchase Frequency,RADIO_BUTTON_ONE_UP_VERTICAL,Monthly
Hannaford Delivery,ZdYw95x9dsdRMgJ1RJU1gQ4C,2020-12-16 00:00:00,SBD8729Q036,Personalized offers,Personalized offers,CQ,Personalization,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,8
Hannaford Delivery,4FNUwwkdIRcZwxgx4dEAlw4C,2020-12-16 00:00:00,SBD8729Q038,Which of the following online grocery service(s) have you used? (Please select all that apply),Which of the following online grocery service(s) have you used? (Please select all that apply),CQ,Specify Online Grocers,CHECKBOX_ONE_UP_VERTICAL,Amazon.com/Amazon Fresh/Amazon Prime Now|Whole Foods
Hannaford Delivery,tttckB81NMRlcUB1UEF8dA4C,2020-12-16 00:00:00,SBD8729Q003,How satisfied were you with the process of editing your order?,How satisfied were you with the process of editing your order?,CQ,Edit Satisfaction,RADIO_BUTTON_SCALE_NO_DONT_KNOW,Very Satisfied=10
Hannaford Delivery,tttckB81NMRlcUB1UEF8dA4C,2020-12-16 00:00:00,PAT0442021,How satisfied were you with the substitution(s) that were made to your order?,How satisfied were you with the substitution(s) that were made to your order?,CQ,Substitutions Rating,RADIO_BUTTON_SCALE_NO_DONT_KNOW,Very Satisfied=10
Hannaford Delivery,FkgERIshoMhctIN1pV9sow4C,2020-12-16 00:00:00,SBD8729Q020,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,CQ,Prior Hannaford Shopper,RADIO_BUTTON_ONE_UP_VERTICAL,Yes - Hannaford in-store
Hannaford Delivery,oARNMRdQwVhwM8hY0hQFQw4C,2020-12-16 00:00:00,SBD8729Q029,Quality of fresh items,Quality of fresh items,CQ,Fresh Items,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,N4QIB5MdVIwVs1wcpANABA4C,2020-12-16 00:00:00,PAT0442020,Which of the following best describes your recent delivery?,Which of the following best describes your recent delivery?,CQ,Delivery On Time,RADIO_BUTTON_ONE_UP_VERTICAL,On time
Hannaford Delivery,wlV0gpVhQ9tpkthEldk5Zw4C,2020-12-16 00:00:00,SBD8729Q032,"Please think back to when you were ordering your items for delivery.  Thinking about your ordering experience, please rate Hannaford on the following: Item availability","Please think back to when you were ordering your items for delivery.  Thinking about your ordering experience, please rate Hannaford on the following: Item availability",CQ,Item Availability,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,4
Hannaford Delivery,VwJxl1QhMoAlNVsgABJc1g4C,2020-12-16 00:00:00,SBD8729Q031,Overall prices,Overall prices,CQ,Price,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,9
Hannaford Delivery,B0soxwEtYBEI9JksB4BN9Q4C,2020-12-16 00:00:00,SBD8729Q032,"Please think back to when you were ordering your items for delivery.  Thinking about your ordering experience, please rate Hannaford on the following: Item availability","Please think back to when you were ordering your items for delivery.  Thinking about your ordering experience, please rate Hannaford on the following: Item availability",CQ,Item Availability,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,5
Hannaford Delivery,FkgERIshoMhctIN1pV9sow4C,2020-12-16 00:00:00,SBD8729Q038,Which of the following online grocery service(s) have you used? (Please select all that apply),Which of the following online grocery service(s) have you used? (Please select all that apply),CQ,Specify Online Grocers,CHECKBOX_ONE_UP_VERTICAL,Instacart
Hannaford Delivery,dw5lE0BFxUhQxpJgQ14pBw4C,2020-12-16 00:00:00,SBD8729Q042,What is your gender?,What is your gender?,CQ,Gender,RADIO_BUTTON_ONE_UP_VERTICAL,Female
Hannaford Delivery,4NQAtsV9sx8Ad5VAttdwJw4C,2020-12-16 00:00:00,SBD8729Q009,How often do you use Hannaford To Go?,How often do you use Hannaford To Go?,CQ,Purchase Frequency,RADIO_BUTTON_ONE_UP_VERTICAL,Weekly
Hannaford Delivery,FkgERIshoMhctIN1pV9sow4C,2020-12-16 00:00:00,SBD8729Q005,When was your order delivered?,When was your order delivered?,CQ,Order Delivery Time,RADIO_BUTTON_ONE_UP_VERTICAL,Same day I placed my order
Hannaford Delivery,wNl5N4BM5oVM8ksMM9E5Mw4C,2020-12-16 00:00:00,SBD8729Q024,"If the store associate indicated an issue with your order, how would you rate the associate on the following:Resolution for the problem/issue.","If the store associate indicated an issue with your order, how would you rate the associate on the following:Resolution for the problem/issue.",CQ,Order Issue Resolution,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Not Applicable
Hannaford Delivery,oARNMRdQwVhwM8hY0hQFQw4C,2020-12-16 00:00:00,PAT0442020,Which of the following best describes your recent delivery?,Which of the following best describes your recent delivery?,CQ,Delivery On Time,RADIO_BUTTON_ONE_UP_VERTICAL,On time
Hannaford Delivery,ZdYw95x9dsdRMgJ1RJU1gQ4C,2020-12-16 00:00:00,SBD8729Q029,Quality of fresh items,Quality of fresh items,CQ,Fresh Items,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,8
Hannaford Delivery,01xIQ5FN55YxBcUENt5dZw4C,2020-12-16 00:00:00,SBD8729Q027,"Based on your recent delivery experience, please rate Hannaford on the following: Overall Service","Based on your recent delivery experience, please rate Hannaford on the following: Overall Service",CQ,Overall Service,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,4FNUwwkdIRcZwxgx4dEAlw4C,2020-12-16 00:00:00,SBD8729Q020,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,CQ,Prior Hannaford Shopper,RADIO_BUTTON_ONE_UP_VERTICAL,Yes - Hannaford in-store
Hannaford Delivery,tttckB81NMRlcUB1UEF8dA4C,2020-12-16 00:00:00,SBD8729Q042,What is your gender?,What is your gender?,CQ,Gender,RADIO_BUTTON_ONE_UP_VERTICAL,Male
Hannaford Delivery,FkgERIshoMhctIN1pV9sow4C,2020-12-16 00:00:00,SBD8729Q029,Quality of fresh items,Quality of fresh items,CQ,Fresh Items,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,oARNMRdQwVhwM8hY0hQFQw4C,2020-12-16 00:00:00,SBD8729Q036,Personalized offers,Personalized offers,CQ,Personalization,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,cAplN8I9cch8ox5tZkEBQw4C,2020-12-16 00:00:00,SBD8729Q005,When was your order delivered?,When was your order delivered?,CQ,Order Delivery Time,RADIO_BUTTON_ONE_UP_VERTICAL,Day after I placed my order
Hannaford Delivery,B0soxwEtYBEI9JksB4BN9Q4C,2020-12-16 00:00:00,SBD8729Q006,Were they any issues with your order?,Were they any issues with your order?,CQ,Items Received,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,dw5lE0BFxUhQxpJgQ14pBw4C,2020-12-16 00:00:00,SBD8729Q024,"If the store associate indicated an issue with your order, how would you rate the associate on the following:Resolution for the problem/issue.","If the store associate indicated an issue with your order, how would you rate the associate on the following:Resolution for the problem/issue.",CQ,Order Issue Resolution,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,4FNUwwkdIRcZwxgx4dEAlw4C,2020-12-16 00:00:00,SBD8729Q030,Overall value for the money,Overall value for the money,CQ,Overal Value,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,EdIMRVJZRJ08x1RthAR4ZQ4C,2020-12-16 00:00:00,SBD8729Q029,Quality of fresh items,Quality of fresh items,CQ,Fresh Items,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,9
Hannaford Delivery,oARNMRdQwVhwM8hY0hQFQw4C,2020-12-16 00:00:00,SBD8729Q035,Inspiration/new ideas for meals,Inspiration/new ideas for meals,CQ,Meal Inspiration,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,AdcAR10h5YhMs1F4dYhxkg4C,2020-12-16 00:00:00,PAT0442020,Which of the following best describes your recent delivery?,Which of the following best describes your recent delivery?,CQ,Delivery On Time,RADIO_BUTTON_ONE_UP_VERTICAL,On time
Hannaford Delivery,B0soxwEtYBEI9JksB4BN9Q4C,2020-12-16 00:00:00,SBD8729Q035,Inspiration/new ideas for meals,Inspiration/new ideas for meals,CQ,Meal Inspiration,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Not Applicable
Hannaford Delivery,MMsMIElhksUF8oxJVhsMdA4C,2020-12-16 00:00:00,SBD8729Q031,Overall prices,Overall prices,CQ,Price,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,8
Hannaford Delivery,tttckB81NMRlcUB1UEF8dA4C,2020-12-16 00:00:00,SBD8729Q043,Which age range do you fall into?,Which age range do you fall into?,CQ,Age,SELECT_ONE_DROPDOWN,65-74
Hannaford Delivery,cAplN8I9cch8ox5tZkEBQw4C,2020-12-16 00:00:00,SBD8729Q034,Amount of money saved from sales and specials,Amount of money saved from sales and specials,CQ,Money Saved,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,6
Hannaford Delivery,wlV0gpVhQ9tpkthEldk5Zw4C,2020-12-16 00:00:00,SBD8729Q002,Did you need to edit your order after you placed it?,Did you need to edit your order after you placed it?,CQ,Edit Order,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,4FNUwwkdIRcZwxgx4dEAlw4C,2020-12-16 00:00:00,SBD8729Q005,When was your order delivered?,When was your order delivered?,CQ,Order Delivery Time,RADIO_BUTTON_ONE_UP_VERTICAL,Day after I placed my order
Hannaford Delivery,cw0Yol9RsBVpBNw9cocp5A4C,2020-12-16 00:00:00,SBD8729Q034,Amount of money saved from sales and specials,Amount of money saved from sales and specials,CQ,Money Saved,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,8
Hannaford Delivery,UUI4pJJlwINl5okQYt4wsQ4C,2020-12-16 00:00:00,SBD8729Q009,How often do you use Hannaford To Go?,How often do you use Hannaford To Go?,CQ,Purchase Frequency,RADIO_BUTTON_ONE_UP_VERTICAL,Monthly
Hannaford Delivery,tBpoBh5cgowUdJ0Apl5JZQ4C,2020-12-16 00:00:00,SBD8729Q010,Did you or are you going to return or exchange any portion of your order?,Did you or are you going to return or exchange any portion of your order?,CQ,Return Items,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,4FNUwwkdIRcZwxgx4dEAlw4C,2020-12-16 00:00:00,SBD8729Q006,Were they any issues with your order?,Were they any issues with your order?,CQ,Items Received,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,N4QIB5MdVIwVs1wcpANABA4C,2020-12-16 00:00:00,SBD8729Q005,When was your order delivered?,When was your order delivered?,CQ,Order Delivery Time,RADIO_BUTTON_ONE_UP_VERTICAL,Two days after I placed my order
Hannaford Delivery,4NQAtsV9sx8Ad5VAttdwJw4C,2020-12-16 00:00:00,SBD8729Q003,How satisfied were you with the process of editing your order?,How satisfied were you with the process of editing your order?,CQ,Edit Satisfaction,RADIO_BUTTON_SCALE_NO_DONT_KNOW,Very Satisfied=10
Hannaford Delivery,ZdYw95x9dsdRMgJ1RJU1gQ4C,2020-12-16 00:00:00,SBD8729Q020,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,CQ,Prior Hannaford Shopper,RADIO_BUTTON_ONE_UP_VERTICAL,Yes - Hannaford in-store
Hannaford Delivery,wNl5N4BM5oVM8ksMM9E5Mw4C,2020-12-16 00:00:00,SBD8729Q010,Did you or are you going to return or exchange any portion of your order?,Did you or are you going to return or exchange any portion of your order?,CQ,Return Items,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,dw5lE0BFxUhQxpJgQ14pBw4C,2020-12-16 00:00:00,SBD8729Q038,Which of the following online grocery service(s) have you used? (Please select all that apply),Which of the following online grocery service(s) have you used? (Please select all that apply),CQ,Specify Online Grocers,CHECKBOX_ONE_UP_VERTICAL,Amazon.com/Amazon Fresh/Amazon Prime Now|Target.com  (via Shipt)|Walmart.com|Whole Foods
Hannaford Delivery,cch8UIBAgZ9IthZ1VJUk5Q4C,2020-12-16 00:00:00,SBD8729Q030,Overall value for the money,Overall value for the money,CQ,Overal Value,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,8
Hannaford Delivery,cAplN8I9cch8ox5tZkEBQw4C,2020-12-16 00:00:00,SBD8729Q025,Overall attitude/manner,Overall attitude/manner,CQ,Manner/Attitude,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,dw5lE0BFxUhQxpJgQ14pBw4C,2020-12-16 00:00:00,SBD8729Q043,Which age range do you fall into?,Which age range do you fall into?,CQ,Age,SELECT_ONE_DROPDOWN,45-54
Hannaford Delivery,VwJxl1QhMoAlNVsgABJc1g4C,2020-12-16 00:00:00,SBD8729Q002,Did you need to edit your order after you placed it?,Did you need to edit your order after you placed it?,CQ,Edit Order,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,cAplN8I9cch8ox5tZkEBQw4C,2020-12-16 00:00:00,SBD8729Q036,Personalized offers,Personalized offers,CQ,Personalization,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Not Applicable
Hannaford Delivery,dw5lE0BFxUhQxpJgQ14pBw4C,2020-12-16 00:00:00,SBD8729Q025,Overall attitude/manner,Overall attitude/manner,CQ,Manner/Attitude,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,FkgERIshoMhctIN1pV9sow4C,2020-12-16 00:00:00,SBD8729Q010,Did you or are you going to return or exchange any portion of your order?,Did you or are you going to return or exchange any portion of your order?,CQ,Return Items,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,VwJxl1QhMoAlNVsgABJc1g4C,2020-12-16 00:00:00,SBD8729Q013,Were there any items that you were unable to find on Hannaford.com?,Were there any items that you were unable to find on Hannaford.com?,CQ,Unable to Find,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,MMsMIElhksUF8oxJVhsMdA4C,2020-12-16 00:00:00,SBD8729Q038,Which of the following online grocery service(s) have you used? (Please select all that apply),Which of the following online grocery service(s) have you used? (Please select all that apply),CQ,Specify Online Grocers,CHECKBOX_ONE_UP_VERTICAL,Amazon.com/Amazon Fresh/Amazon Prime Now|Target.com  (via Shipt)|Whole Foods
Hannaford Delivery,01xIQ5FN55YxBcUENt5dZw4C,2020-12-16 00:00:00,PAT0442020,Which of the following best describes your recent delivery?,Which of the following best describes your recent delivery?,CQ,Delivery On Time,RADIO_BUTTON_ONE_UP_VERTICAL,On time
Hannaford Delivery,cch8UIBAgZ9IthZ1VJUk5Q4C,2020-12-16 00:00:00,SBD8729Q013,Were there any items that you were unable to find on Hannaford.com?,Were there any items that you were unable to find on Hannaford.com?,CQ,Unable to Find,RADIO_BUTTON_ONE_UP_VERTICAL,Yes
Hannaford Delivery,EdIMRVJZRJ08x1RthAR4ZQ4C,2020-12-16 00:00:00,SBD8729Q006,Were they any issues with your order?,Were they any issues with your order?,CQ,Items Received,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,dw5lE0BFxUhQxpJgQ14pBw4C,2020-12-16 00:00:00,SBD8729Q022,Were you contacted by Hannaford regarding your order?,Were you contacted by Hannaford regarding your order?,CQ,Contact,RADIO_BUTTON_ONE_UP_VERTICAL,Yes
Hannaford Delivery,ZdYw95x9dsdRMgJ1RJU1gQ4C,2020-12-16 00:00:00,SBD8729Q033,Ability to select desired delivery date and time,Ability to select desired delivery date and time,CQ,Date/Time Selection,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,8
Hannaford Delivery,4FNUwwkdIRcZwxgx4dEAlw4C,2020-12-16 00:00:00,SBD8729Q015,Did you receive any substitutions in your order?,Did you receive any substitutions in your order?,CQ,Substitutions,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,N4QIB5MdVIwVs1wcpANABA4C,2020-12-16 00:00:00,SBD8729Q027,"Based on your recent delivery experience, please rate Hannaford on the following: Overall Service","Based on your recent delivery experience, please rate Hannaford on the following: Overall Service",CQ,Overall Service,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,cAplN8I9cch8ox5tZkEBQw4C,2020-12-16 00:00:00,SBD8729Q042,What is your gender?,What is your gender?,CQ,Gender,RADIO_BUTTON_ONE_UP_VERTICAL,Female
Hannaford Delivery,N4QIB5MdVIwVs1wcpANABA4C,2020-12-16 00:00:00,SBD8729Q020,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,CQ,Prior Hannaford Shopper,RADIO_BUTTON_ONE_UP_VERTICAL,Yes - Both
Hannaford Delivery,ZdYw95x9dsdRMgJ1RJU1gQ4C,2020-12-16 00:00:00,SBD8729Q031,Overall prices,Overall prices,CQ,Price,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,8
Hannaford Delivery,wNl5N4BM5oVM8ksMM9E5Mw4C,2020-12-16 00:00:00,SBD8729Q018,Is the value you receive from the Hannaford To Go service worth the service fee you are charged?,Is the value you receive from the Hannaford To Go service worth the service fee you are charged?,CQ,Value of HTG,RADIO_BUTTON_ONE_UP_VERTICAL,Yes
Hannaford Delivery,VwJxl1QhMoAlNVsgABJc1g4C,2020-12-16 00:00:00,SBD8729Q035,Inspiration/new ideas for meals,Inspiration/new ideas for meals,CQ,Meal Inspiration,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Not Applicable
Hannaford Delivery,oARNMRdQwVhwM8hY0hQFQw4C,2020-12-16 00:00:00,SBD8729Q013,Were there any items that you were unable to find on Hannaford.com?,Were there any items that you were unable to find on Hannaford.com?,CQ,Unable to Find,RADIO_BUTTON_ONE_UP_VERTICAL,Yes
Hannaford Delivery,FkgERIshoMhctIN1pV9sow4C,2020-12-16 00:00:00,SBD8729Q040,From which of the following stores did you receive your Instacart items? (Please select all that apply),From which of the following stores did you receive your Instacart items? (Please select all that apply),CQ,Instacart,CHECKBOX_ONE_UP_VERTICAL,Price Chopper
Hannaford Delivery,cAplN8I9cch8ox5tZkEBQw4C,2020-12-16 00:00:00,SBD8729Q018,Is the value you receive from the Hannaford To Go service worth the service fee you are charged?,Is the value you receive from the Hannaford To Go service worth the service fee you are charged?,CQ,Value of HTG,RADIO_BUTTON_ONE_UP_VERTICAL,Yes
Hannaford Delivery,N4QIB5MdVIwVs1wcpANABA4C,2020-12-16 00:00:00,SBD8729Q031,Overall prices,Overall prices,CQ,Price,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,9
Hannaford Delivery,AdcAR10h5YhMs1F4dYhxkg4C,2020-12-16 00:00:00,SBD8729Q013,Were there any items that you were unable to find on Hannaford.com?,Were there any items that you were unable to find on Hannaford.com?,CQ,Unable to Find,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,B0soxwEtYBEI9JksB4BN9Q4C,2020-12-16 00:00:00,SBD8729Q042,What is your gender?,What is your gender?,CQ,Gender,RADIO_BUTTON_ONE_UP_VERTICAL,Prefer not to answer
Hannaford Delivery,dw5lE0BFxUhQxpJgQ14pBw4C,2020-12-16 00:00:00,SBD8729Q002,Did you need to edit your order after you placed it?,Did you need to edit your order after you placed it?,CQ,Edit Order,RADIO_BUTTON_ONE_UP_VERTICAL,Yes
Hannaford Delivery,dw5lE0BFxUhQxpJgQ14pBw4C,2020-12-16 00:00:00,SBD8729Q035,Inspiration/new ideas for meals,Inspiration/new ideas for meals,CQ,Meal Inspiration,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,6
Hannaford Delivery,dw5lE0BFxUhQxpJgQ14pBw4C,2020-12-16 00:00:00,SBD8729Q018,Is the value you receive from the Hannaford To Go service worth the service fee you are charged?,Is the value you receive from the Hannaford To Go service worth the service fee you are charged?,CQ,Value of HTG,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,AdcAR10h5YhMs1F4dYhxkg4C,2020-12-16 00:00:00,SBD8729Q020,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,CQ,Prior Hannaford Shopper,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,wlV0gpVhQ9tpkthEldk5Zw4C,2020-12-16 00:00:00,PAT0442020,Which of the following best describes your recent delivery?,Which of the following best describes your recent delivery?,CQ,Delivery On Time,RADIO_BUTTON_ONE_UP_VERTICAL,On time
Hannaford Delivery,wNl5N4BM5oVM8ksMM9E5Mw4C,2020-12-16 00:00:00,SBD8729Q029,Quality of fresh items,Quality of fresh items,CQ,Fresh Items,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,EdIMRVJZRJ08x1RthAR4ZQ4C,2020-12-16 00:00:00,SBD8729Q042,What is your gender?,What is your gender?,CQ,Gender,RADIO_BUTTON_ONE_UP_VERTICAL,Female
Hannaford Delivery,oARNMRdQwVhwM8hY0hQFQw4C,2020-12-16 00:00:00,SBD8729Q032,"Please think back to when you were ordering your items for delivery.  Thinking about your ordering experience, please rate Hannaford on the following: Item availability","Please think back to when you were ordering your items for delivery.  Thinking about your ordering experience, please rate Hannaford on the following: Item availability",CQ,Item Availability,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,tttckB81NMRlcUB1UEF8dA4C,2020-12-16 00:00:00,SBD8729Q006,Were they any issues with your order?,Were they any issues with your order?,CQ,Items Received,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,A0RR1pAx1otE9pAZVRwgIg4C,2020-12-16 00:00:00,SBD8729Q030,Overall value for the money,Overall value for the money,CQ,Overal Value,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,9
Hannaford Delivery,B0soxwEtYBEI9JksB4BN9Q4C,2020-12-16 00:00:00,SBD8729Q030,Overall value for the money,Overall value for the money,CQ,Overal Value,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Not Applicable
Hannaford Delivery,01xIQ5FN55YxBcUENt5dZw4C,2020-12-16 00:00:00,SBD8729Q006,Were they any issues with your order?,Were they any issues with your order?,CQ,Items Received,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,4NQAtsV9sx8Ad5VAttdwJw4C,2020-12-16 00:00:00,SBD8729Q043,Which age range do you fall into?,Which age range do you fall into?,CQ,Age,SELECT_ONE_DROPDOWN,35-44
Hannaford Delivery,4FNUwwkdIRcZwxgx4dEAlw4C,2020-12-16 00:00:00,SBD8729Q033,Ability to select desired delivery date and time,Ability to select desired delivery date and time,CQ,Date/Time Selection,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,cw0Yol9RsBVpBNw9cocp5A4C,2020-12-16 00:00:00,SBD8729Q043,Which age range do you fall into?,Which age range do you fall into?,CQ,Age,SELECT_ONE_DROPDOWN,35-44
Hannaford Delivery,cw0Yol9RsBVpBNw9cocp5A4C,2020-12-16 00:00:00,SBD8729Q030,Overall value for the money,Overall value for the money,CQ,Overal Value,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,8
Hannaford Delivery,A0RR1pAx1otE9pAZVRwgIg4C,2020-12-16 00:00:00,SBD8729Q027,"Based on your recent delivery experience, please rate Hannaford on the following: Overall Service","Based on your recent delivery experience, please rate Hannaford on the following: Overall Service",CQ,Overall Service,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,4NQAtsV9sx8Ad5VAttdwJw4C,2020-12-16 00:00:00,SBD8729Q031,Overall prices,Overall prices,CQ,Price,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,Excellent=10
Hannaford Delivery,B0soxwEtYBEI9JksB4BN9Q4C,2020-12-16 00:00:00,SBD8729Q020,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,Did you shop at Hannaford or use Hannaford To Go pickup before you started using Hannaford To Go delivery?,CQ,Prior Hannaford Shopper,RADIO_BUTTON_ONE_UP_VERTICAL,Yes - Both
Hannaford Delivery,4FNUwwkdIRcZwxgx4dEAlw4C,2020-12-16 00:00:00,SBD8729Q002,Did you need to edit your order after you placed it?,Did you need to edit your order after you placed it?,CQ,Edit Order,RADIO_BUTTON_ONE_UP_VERTICAL,No
Hannaford Delivery,tttckB81NMRlcUB1UEF8dA4C,2020-12-16 00:00:00,SBD8729Q034,Amount of money saved from sales and specials,Amount of money saved from sales and specials,CQ,Money Saved,RADIO_BUTTON_SCALE_WITH_DONT_KNOW,8
Hannaford Delivery,cAplN8I9cch8ox5tZkEBQw4C,2020-12-16 00:00:00,SBD8729Q002,Did you need to edit your order after you placed it?,Did you need to edit your order after you placed it?,CQ,Edit Order,RADIO_BUTTON_ONE_UP_VERTICAL,No
